ZIP,note
94707,"black mold on leaves, growing into power pole, topped"
94707,"black mold on leaves, leaning toward road"
94707,"black mold on leaves, topped"
94707,"black mold, under elm"
94707,black spots on leaves
94707,"black spots on leaves, next to utility"
94705,"black spots,"
94702,"bleeding canker, branch wounds, hit by vehicles, sidewalk & road clearance"
94707,"bleeding canker, foil taped to trunk"
94706,"bleeding canker, half crown dead"
94708,"bleeding canker, lean towards road, scaffold recently removed, under redwoods"
94705,"bleeding canker, next to electrical boxes"
94704,"bleeding canker, uneven weight, slight lean towards road, crowded, next to sign, crown clean & thin"
94709,"bleeding cankers, small trunk wound"
94703,"bleeding necrosis, root wounds, crown clean & thin, next to sign & light"
94709,"bleeding pruning cut @ 4', sign clearance, crowded"
94703,"bleeding spots above root crown, next to storm drain, uneven weight"
94702,"bleeding trunk canker, reduced, uneven weight, crossed branches, crown clean & thin"
94710,"bleeding trunk canker, slight lean"
94703,"bleeding trunk wound, next to power pole"
94705,"bleeding trunk wound, uneven weight"
94708,"blocking parking sign, ivy growing up trunk"
94710,"blocking sign, next to utility pole anchor , sidewalk clearance"
94708,blotch on leaves
94708,"blotch on leaves, maybe rust"
94703,"borers in trunk, trunk wounds, next to utility pole"
94710,"borers, crowded, next to freeway, crown clean, thin & raise, stubs, deadwood, competing leaders"
94708,"borers, possible phytopthora, crown dieback, crowded"
94703,"both trunks severe leans, crowded, crossed branches, sidewalk & road clearance"
94702,"bowed & curved crown, slight lean towards road"
94703,"bowed & curved trunk, crowded"
94703,bowed & kinked trunk
94702,"bowed & kinked trunk, crossed branches, reduced, uneven weight, crown clean & thin"
94707,bowed crown
94702,bowed crown
94702,bowed crown
94706,bowed crown
94707,bowed crown
94703,bowed crown
94710,bowed crown
94703,bowed crown
94703,bowed crown
94704,bowed crown
94702,bowed crown
94702,bowed crown
94703,bowed crown
94702,bowed crown
94710,bowed crown
94704,bowed crown
94703,bowed crown
94703,bowed crown over road
94702,"bowed crown over road, crown dieback, trunk gall"
94704,"bowed crown, between utilities"
94709,"bowed crown, branch failure, stub, crowded"
94710,"bowed crown, building clearance, sooty mold,"
94704,"bowed crown, building clearance, uneven weight, next to light pole, suckers"
94702,"bowed crown, callousing branch failures, uneven weight, suckers, crown clean & thin, weight reduction, nest, breaking curb"
94703,"bowed crown, codominant leaders, crowded"
94702,"bowed crown, competing leaders, next to sewer cleanout"
94709,"bowed crown, competing leaders, scaffold removed, sign clearance, headed back, crossed branches, leaf spot"
94702,"bowed crown, crossed branches"
94703,"bowed crown, crossed branches, crown clean & thin"
94709,"bowed crown, crowded"
94704,"bowed crown, crowded"
94710,"bowed crown, crowded, crown clean, thin & raise"
94709,"bowed crown, crowded, leaf spot, sign clearance"
94702,"bowed crown, crowded, tent catarpillar cocoons"
94703,"bowed crown, crowded, under Dodonea, road clearance"
94702,"bowed crown, crowded, under acacia, crossed branches, crown clean & thin, uneven weight, endweight reduction"
94709,"bowed crown, crowded, under oak"
94706,"bowed crown, crown clean & thin, crossed branches"
94702,"bowed crown, crown clean, thin & raise, uneven weight, sidewalk clearance"
94704,"bowed crown, headed back, suckers"
94703,"bowed crown, large trunk wounds, suckers, deadwood, uneven weight, leaf spot"
94709,"bowed crown, leaf spot, crossed branches, headed back"
94702,"bowed crown, leaf spot, crossed branches, under birch"
94702,"bowed crown, leaf spot, uneven weight, crossed branches"
94704,"bowed crown, light & sign clearance, crowded"
94704,"bowed crown, next to sign, reduced"
94702,"bowed crown, next to sign, sign & building clearance"
94702,"bowed crown, next to utilities, crown clean, thin & raise"
94704,"bowed crown, next to utility"
94704,"bowed crown, next to utility"
94702,"bowed crown, sidewalk & road clearance, uneven weight"
94704,"bowed crown, sign clearance"
94703,"bowed crown, sign clearance"
94710,"bowed crown, sooty mold, crossed branches, building clearance"
94704,"bowed crown, suckers"
94702,"bowed crown, suckers, root crown wounds from lawn maintenance, tent catarpillar cocoons"
94704,"bowed crown, trunk rubbing against trunk guard"
94702,"bowed crown, trunk wounds from lawn maintenance"
94704,"bowed crown, under power pole anchor"
94709,"bowed crown, uneven weight"
94710,"bowed crown, uneven weight"
94702,"bowed crown, uneven weight, crossed branches, leaf spot"
94703,"bowed crown, uneven weight, crowded, under pine"
94710,"bowed crown, uneven weight, deadwood"
94702,"bowed crown, uneven weight, large branch wounds, next to sewer cleanout, crossed branches"
94710,"bowed crown, uneven weight, large horizontal scaffold, weight reduction, crown clean & thin, building clearance"
94702,"bowed crown, uneven weight, sidewalk clearance, crossed branches, suckers, crown clean & thin"
94710,"bowed crown, uneven weight, slight lean towards road, endweight reduction, next to utility"
94702,"bowed crown, uneven weight, sooty mold, building clearance"
94703,bowed leader
94710,"bowed leader, anthracnose, slight lean towards road"
94707,"bowed leader, under pine"
94702,"bowed leader, uneven weight"
94708,"bowed over tot lot, crowded, sooty mold, endweight reduction"
94708,"bowed over tot lot, crowded, sooty mold, endweight reduction"
94706,"bowed towards road, uneven weight, suckers, watersprouts, road clearance"
94710,bowed trunk
94704,bowed trunk
94709,bowed trunk
94709,bowed trunk
94704,bowed trunk
94709,bowed trunk
94702,bowed trunk
94709,bowed trunk
94706,bowed trunk
94710,bowed trunk
94709,bowed trunk
94703,bowed trunk
94710,bowed trunk
94702,bowed trunk
94704,bowed trunk
94703,bowed trunk
94702,bowed trunk
94703,bowed trunk
94703,bowed trunk
94702,bowed trunk
94703,bowed trunk
94703,bowed trunk
94702,bowed trunk
94703,bowed trunk
94709,bowed trunk
94705,bowed trunk
94702,bowed trunk
94702,bowed trunk
94702,bowed trunk
94703,"bowed trunk , restake"
94709,"bowed trunk over Art Center entry, suckers, crossed branches, crown clean"
94707,"bowed trunk over clubhouse, pruning cut cavity"
94704,"bowed trunk over path, crowded, suckers"
94703,"bowed trunk over road, crowded"
94705,"bowed trunk over road, crowded, under oak"
94702,"bowed trunk over road, crown clean & thin"
94702,"bowed trunk over road, next to utility, crown clean & thin, weight reduction"
94705,"bowed trunk over road, topped, large honey comb in crown"
94709,"bowed trunk towards BBQ area, deadwood, suckers, crown clean, under oak"
94706,bowed trunk towards property
94702,"bowed trunk towards property, building clearance, suckers, sooty mold, next to utility, crossed branches"
94702,"bowed trunk towards property, dead trunk cambium, competing leaders, included bark, suckers"
94703,"bowed trunk towards property, included bark, suckers"
94710,"bowed trunk towards property, leaf spot, crowded"
94703,"bowed trunk towards property, sidewalk & road clearance"
94703,"bowed trunk towards property, sidewalk clearance"
94702,"bowed trunk towards property, sidewalk clearance, branch failure, leaf spot, uneven weight"
94706,"bowed trunk towards property, sidewalk clearance, next to power pole"
94702,"bowed trunk towards property, uneven weight"
94702,"bowed trunk towards property, uneven weight, sidewalk clearance, crossed branches, suckers"
94702,"bowed trunk towards road, crowded, road clearance, crown clean & thin"
94703,"bowed trunk towards road, road clearance, branch wounds"
94706,"bowed trunk towards road, small trunk wound, under fir"
94702,"bowed trunk towards road, uneven weight, trunk wound"
94702,"bowed trunk,"
94710,"bowed trunk, LV line hanging through crown"
94702,"bowed trunk, bamboo stake taped to trunk"
94703,"bowed trunk, between utilities"
94703,"bowed trunk, between utilities"
94702,"bowed trunk, black plastic trunk guard"
94702,"bowed trunk, branch failure"
94704,"bowed trunk, branch failure"
94702,"bowed trunk, branch failure, crossed branches, uneven weight, crown clean & thin"
94703,"bowed trunk, branch failure, crowded, next to fence"
94703,"bowed trunk, branch wounds, hit by vehicles, crowded, leaf spot"
94702,"bowed trunk, breaking curb, leaf spot, uneven weight"
94703,"bowed trunk, broken branch"
94702,"bowed trunk, broken branches"
94704,"bowed trunk, building clearance"
94704,"bowed trunk, building clearance, crossed branches,"
94702,"bowed trunk, building clearance, crossed branches, crown clean & thin, weight reduction, large callousing trunk wound"
94702,"bowed trunk, building clearance, uneven weight, crossed branches, crown clean & thin"
94710,"bowed trunk, callousing branch failure, suckers, uneven weight, crossed branches, graffiti"
94702,"bowed trunk, callousing trunk wound, leaf spot, crossed branches"
94703,"bowed trunk, callousing trunk wounds & branch failures, next to fence"
94709,"bowed trunk, callousing trunk wounds, crowded"
94709,"bowed trunk, chainaw wounds all along trunk, large trunk wound @ 55'"
94703,"bowed trunk, competing leaders"
94704,"bowed trunk, competing leaders"
94706,"bowed trunk, competing leaders"
94702,"bowed trunk, competing leaders"
94704,"bowed trunk, competing leaders"
94703,"bowed trunk, competing leaders"
94702,"bowed trunk, competing leaders, crossed branches, reduced"
94702,"bowed trunk, competing leaders, next to utility"
94702,"bowed trunk, competing leaders, next to utility"
94704,"bowed trunk, competing leaders, uneven weight"
94710,"bowed trunk, competing leaders, uneven weight, stubs"
94702,"bowed trunk, corrected lean, building clearance"
94704,"bowed trunk, corrected lean, competing leaders"
94702,"bowed trunk, corrected lean, crowded, sooty mold, plastic trunk guard"
94702,"bowed trunk, corrected lean, leaf spot, crossed branches,"
94704,"bowed trunk, corrected lean, next to utilities, competing leaders"
94710,"bowed trunk, corrected lean, recently pruned"
94704,"bowed trunk, corrected lean, uneven weight"
94702,"bowed trunk, crossed branches"
94703,"bowed trunk, crossed branches"
94702,"bowed trunk, crossed branches"
94709,"bowed trunk, crossed branches, competing leaders, crown clean, thin & raise"
94704,"bowed trunk, crossed branches, crowded, uneven weight, branch failures, hanger"
94703,"bowed trunk, crossed branches, crown clean & thin"
94703,"bowed trunk, crossed branches, crown clean & thin"
94702,"bowed trunk, crossed branches, crown clean & thin"
94710,"bowed trunk, crossed branches, crown clean & thin, sidewalk clearance, uneven weight"
94702,"bowed trunk, crossed branches, leaf spot"
94702,"bowed trunk, crossed branches, leaf spot"
94704,"bowed trunk, crossed branches, next to utility"
94702,"bowed trunk, crossed branches, reduced, crown clean & thin"
94710,"bowed trunk, crossed branches, sidewalk clearance, uneven weight"
94702,"bowed trunk, crossed branches, suckers, crown clean & thin, weight reduction, uneven weight"
94702,"bowed trunk, crossed branches, tent catarpillar cocoons, root crown wounds from lawn maintenance"
94702,"bowed trunk, crossed branches, uneven weight"
94709,"bowed trunk, crossed branches, uneven weight"
94709,"bowed trunk, crossed branches, uneven weight, crown clean & thin, metal tube embedded in trunk, nest"
94706,"bowed trunk, crowded"
94704,"bowed trunk, crowded"
94703,"bowed trunk, crowded"
94709,"bowed trunk, crowded"
94703,"bowed trunk, crowded"
94706,"bowed trunk, crowded"
94702,"bowed trunk, crowded"
94703,"bowed trunk, crowded"
94709,"bowed trunk, crowded"
94709,"bowed trunk, crowded"
94709,"bowed trunk, crowded"
94702,"bowed trunk, crowded sooty mold"
94706,"bowed trunk, crowded,"
94702,"bowed trunk, crowded, crossed branches"
94704,"bowed trunk, crowded, crossed branches, suckers"
94705,"bowed trunk, crowded, deadwood over path, uneven weight"
94703,"bowed trunk, crowded, large branch failure & cavity"
94702,"bowed trunk, crowded, leaf spot, crossed branches, uneven weight"
94703,"bowed trunk, crowded, next to basketball courts, leaf spot"
94705,"bowed trunk, crowded, next to sidewalk"
94709,"bowed trunk, crowded, next to utility"
94702,"bowed trunk, crowded, next to utility, crossed branches, road clearance, uneven weight, light clearance"
94702,"bowed trunk, crowded, road clearance, bad prunning cuts"
94702,"bowed trunk, crowded, sidewalk & road clearance"
94702,"bowed trunk, crowded, sidewalk & sign clearance, crossed branches"
94703,"bowed trunk, crowded, suckers"
94702,"bowed trunk, crowded, trunk wound"
94706,"bowed trunk, crowded, trunk wounds from hatchet, suckers, crown clean & thin, uneven weight"
94702,"bowed trunk, crowded, under birch, leaf spot"
94702,"bowed trunk, crowded, under birch, uneven weight"
94702,"bowed trunk, crowded, under eucalyptus, sidewalk & road clearance, sign & building clearance"
94702,"bowed trunk, crowded, under maple, uneven weight"
94709,"bowed trunk, crowded, under oak, trunk girdle scar, ivy growing up trunk"
94702,"bowed trunk, crowded, uneven weight"
94703,"bowed trunk, crowded, uneven weight"
94704,"bowed trunk, crowded, uneven weight, building clearance, weight reduction"
94706,"bowed trunk, crowded, uneven weight, crown dieback"
94702,"bowed trunk, crowded, uneven weight, nest, sooty mold"
94702,"bowed trunk, crowded, uneven weight, next to utilities"
94702,"bowed trunk, crowded, uneven weight, sooty mold"
94703,"bowed trunk, crown clean & thin"
94710,"bowed trunk, crown clean & thin"
94710,"bowed trunk, crown clean & thin, crossed branches"
94702,"bowed trunk, crown clean & thin, next to sign, crossed branches, weight reduction"
94703,"bowed trunk, crown clean & thin, root crown wounds from lawn maintenance"
94702,"bowed trunk, crown clean, thin & raise"
94702,"bowed trunk, crown clean, trunk wounds"
94702,"bowed trunk, crown dieback, crown clean"
94702,"bowed trunk, crown dieback, deadwood"
94703,"bowed trunk, crown gall, suckers, deadwood, crown clean"
94702,"bowed trunk, dead trunk cambium & sapwood, uneven weight"
94702,"bowed trunk, dead trunk cambium & sapwood, uneven weight,"
94703,"bowed trunk, decaying pruning cuts, suckers, uneven weight, crossed branches, roots cut"
94702,"bowed trunk, endweight reduction, trunk wounds"
94702,"bowed trunk, excessive catkin production, suckers, sign clearance, nest, crown clean & thin"
94704,"bowed trunk, growing over property, uneven weight, building clearance, suckers, leaf spot"
94702,"bowed trunk, hit by vehicles, suckers, crown clean & thin"
94703,"bowed trunk, in dog park"
94702,"bowed trunk, included bark, crowded, next to utility, rope tied to branch"
94702,"bowed trunk, included bark, sign clearance, next to sewer cleanout"
94710,"bowed trunk, included bark, tag embedded in branch union"
94702,"bowed trunk, included bark, uneven weight"
94706,"bowed trunk, large bleeding trunk wound, sidewalk & road clearance"
94703,"bowed trunk, large branch failure, crowded, trunk wound"
94704,"bowed trunk, large branch failure, sooty mold, crown dieback"
94706,"bowed trunk, large trunk & root crown wound"
94702,"bowed trunk, leaf blister, crown dieback"
94702,"bowed trunk, leaf blotch, uneven weight"
94702,"bowed trunk, leaf spot"
94703,"bowed trunk, leaf spot, crossed branches, uneven weight, sidewalk & road clearance"
94702,"bowed trunk, leaf spot, crowded"
94709,"bowed trunk, leaf spot, crowded"
94704,"bowed trunk, leaf spot, reduced, suckers, crossed branches"
94702,"bowed trunk, leaf spot, sidewalk clearance"
94703,"bowed trunk, leaf spot, small trunk wounds"
94710,"bowed trunk, leaf spot, suckers"
94702,"bowed trunk, leaf spot, uneven weight"
94702,"bowed trunk, leaf spot, uneven weight"
94706,"bowed trunk, leaf spot, uneven weight"
94702,"bowed trunk, lean towards property, leaf spot"
94702,"bowed trunk, light clearance, uneven weight, suckers, crossed branches, crown clean & thin"
94707,"bowed trunk, next to between rocks & path, crown dieback, growing towards sign, sign clearance"
94702,"bowed trunk, next to creek, suckers, crossed branches, ivy growing up trunk"
94702,"bowed trunk, next to electrcal cabinet & sewer cleanout, crowded, crown raise"
94704,"bowed trunk, next to light pole, building clearance"
94709,"bowed trunk, next to light pole, light clearance, suckers, crown clean & thin"
94710,"bowed trunk, next to path"
94710,"bowed trunk, next to power pole anchor"
94702,"bowed trunk, next to power pole, educed, suckers"
94702,"bowed trunk, next to power pole, leaf spot"
94703,"bowed trunk, next to sewer cleanout, reduced"
94702,"bowed trunk, next to sign"
94703,"bowed trunk, next to sign, zip ties on trunk, suckers"
94704,"bowed trunk, next to utilities"
94702,"bowed trunk, next to utilities, crossed branches, leaf spot, crowded"
94702,"bowed trunk, next to utility"
94706,"bowed trunk, next to utility"
94704,"bowed trunk, next to utility, branch wounds, hit by trucks, crossed branches"
94702,"bowed trunk, next to utility, included bark, uneven weight, suckers, bad prunning cuts"
94702,"bowed trunk, next to utility, uneven weight"
94710,"bowed trunk, recently pruned"
94703,"bowed trunk, reduced"
94702,"bowed trunk, reduced"
94702,"bowed trunk, reduced, crossed branches"
94702,"bowed trunk, road clearance"
94703,"bowed trunk, scaffold removed, crossed branches, road clearance"
94702,"bowed trunk, sidewalk & road clearance, crown clean & thin"
94702,"bowed trunk, sidewalk clearance"
94702,"bowed trunk, sign clearance"
94703,"bowed trunk, sign clearance"
94709,"bowed trunk, sooty mold"
94704,"bowed trunk, sooty mold, branch wounds, hit by trucks"
94703,"bowed trunk, sooty mold, crowded"
94702,"bowed trunk, sooty mold, next to sewer cleanout,"
94702,"bowed trunk, sooty mold, reduced, crossed branches, callousing trunk wounds"
94703,"bowed trunk, sooty mold, uneven weight"
94702,"bowed trunk, standing water"
94702,"bowed trunk, suckers"
94702,"bowed trunk, suckers"
94702,"bowed trunk, suckers"
94703,"bowed trunk, suckers"
94703,"bowed trunk, suckers, LV lines hanging in crown"
94709,"bowed trunk, suckers, crossed branches, crown clean & thin, building clearance, uneven weight, next to sewer cleanout"
94702,"bowed trunk, suckers, crossed branches, leaf spot"
94702,"bowed trunk, suckers, crossed branches, leaf spot"
94702,"bowed trunk, suckers, crossed branches, uneven weight, crowded, next to utilities, sign clearance"
94706,"bowed trunk, suckers, crowded, trunk glue"
94709,"bowed trunk, suckers, crown clean & thin, road & light clearance, weight reduction, next to utility"
94709,"bowed trunk, suckers, deadwood, crown clean & thin"
94709,"bowed trunk, suckers, deadwood, next to utility"
94703,"bowed trunk, suckers, uneven weight"
94703,"bowed trunk, suckers, uneven weight, branch failure"
94702,"bowed trunk, suckers, watersprouts, sidewalk clearance, sooty mold"
94702,"bowed trunk, topped, competing leaders, callousing trunk wounds, reduced, crossed branches"
94702,"bowed trunk, trunk burls, sapsucker damage"
94704,"bowed trunk, trunk rubbing against trunk guard"
94704,"bowed trunk, trunk rubbing against trunk guard"
94703,"bowed trunk, trunk scar, crossed branches, included bark"
94703,"bowed trunk, trunk scorch, suckers, crown dieback"
94703,"bowed trunk, trunk scorch, uneven weight"
94703,"bowed trunk, trunk supported by block"
94703,"bowed trunk, trunk wound"
94709,"bowed trunk, trunk wound, hit by trucks, branch failure, crown clean & thin, weight reduction, crossed branches"
94704,"bowed trunk, trunk wound, hit by vehicles"
94702,"bowed trunk, trunk wound, leaf spot"
94702,"bowed trunk, trunk wound, leaf spot,"
94707,"bowed trunk, trunk wound, next to gas line, leaf spot"
94710,"bowed trunk, trunk wounds from lawn maintenance"
94703,"bowed trunk, trunk wounds, crown clean & thin, sooty mold"
94706,"bowed trunk, trunk wounds, leaf spot"
94703,"bowed trunk, trunk wounds, uneven weight, crown clean & thin, sooty mold"
94706,"bowed trunk, under ash, crowded, suckers, watersprouts, endweight reduction, recently pruned, bad prunning cuts"
94702,"bowed trunk, under ash, sooty mold, reduced"
94704,"bowed trunk, under elm"
94707,"bowed trunk, under eucalyptus, callousing trunk wound"
94709,"bowed trunk, under oak, between path & fence, suckers, trunk decay w/fungal fruiting bodies"
94709,"bowed trunk, under oaks"
94709,"bowed trunk, under power pole anchor"
94702,"bowed trunk, uneven weight"
94704,"bowed trunk, uneven weight"
94702,"bowed trunk, uneven weight"
94704,"bowed trunk, uneven weight"
94702,"bowed trunk, uneven weight"
94702,"bowed trunk, uneven weight"
94704,"bowed trunk, uneven weight"
94702,"bowed trunk, uneven weight"
94702,"bowed trunk, uneven weight"
94702,"bowed trunk, uneven weight"
94703,"bowed trunk, uneven weight, bad pruning cuts, crossed branches, crown clean & thin, weight reduction"
94709,"bowed trunk, uneven weight, bad prunning cuts, crossed branches, deadwood"
94702,"bowed trunk, uneven weight, building clearance, crown clean & thin"
94706,"bowed trunk, uneven weight, building clearance, leaf spot, crown clean & thin"
94704,"bowed trunk, uneven weight, building clearance, next to utility vault"
94703,"bowed trunk, uneven weight, competing leaders"
94706,"bowed trunk, uneven weight, crossed branches"
94703,"bowed trunk, uneven weight, crossed branches"
94702,"bowed trunk, uneven weight, crossed branches, crown clean & thin, weight reduction"
94704,"bowed trunk, uneven weight, crowded"
94703,"bowed trunk, uneven weight, crowded, crossed branches, crown clean & thin"
94702,"bowed trunk, uneven weight, deadwood, suckers, chlorotic"
94706,"bowed trunk, uneven weight, driveway clearance, crown clean"
94709,"bowed trunk, uneven weight, fence & sidewalk clearance"
94704,"bowed trunk, uneven weight, headed back"
94709,"bowed trunk, uneven weight, headed back, crossed branches, leaf spot"
94703,"bowed trunk, uneven weight, ivy growing up trunk, weight reduction, crown clean & thin, chlorotic"
94702,"bowed trunk, uneven weight, leaf spot, road clearance"
94703,"bowed trunk, uneven weight, next to sign, crown clean"
94702,"bowed trunk, uneven weight, next to utility, crossed branches,crown clean & thin"
94702,"bowed trunk, uneven weight, recently pruned, crown clean & thin, suckers"
94702,"bowed trunk, uneven weight, scaffold removed recently, leaf spot"
94703,"bowed trunk, uneven weight, sidewalk & building clearance, crowded, leaf spot, next to sewer cleanout"
94702,"bowed trunk, uneven weight, sooty mold"
94704,"bowed trunk, uneven weight, sooty mold, next to sign, deadwood on ground at base, trunk scar, branch wounds, hit by vehicles"
94703,"bowed trunk, uneven weight, sooty mold, trunk wound from lawn maintenance"
94702,"bowed trunk, uneven weight, suckers, crossed branches"
94709,"bowed trunk, uneven weight, suckers, deadwood"
94702,"bowed trunk, uneven weight, trunk wounds, hit by vehicles, crossed branches, crown clean & thin, weight reduction"
94710,"bowed trunk, uneven weight, under eucalyptus"
94702,"bowed trunk, uneven weight, weight reduction, sign clearance"
94703,"bowed trunks, crowded, under redwood"
94705,"bowed trunks, uneven weight, bleeding canker, crowded"
94706,"bowed, trunk scratched"
94707,braced & cabled
94708,braced by homeowner for lean
94705,"braced, included bark, sidewalk & road clearance, crotch grouted"
94708,"branch cavities, decaying cavities, crossed branches, included bark,"
94703,"branch cavities, large trunk burls, slight lean towards property, root crown cavity, in decline"
94707,"branch cavities, topped"
94707,"branch cavities, topped, road clearance, included bark"
94707,"branch cavities, trunk wounds, hit by trucks repeatedly, topped, recently prun, tip dieback"
94704,"branch cavity, bad prunning cuts, building & road clearance"
94708,"branch cavity, deadwood"
94705,"branch cavity, large deadwood, roots cavity, large branch wound, dead cambium,"
94705,"branch cavity, road clearance"
94707,"branch cavity, uneven weight, watersprouts, trunk cavity"
94702,"branch conks, decaying pruning cuts, next to storm drain, crossed branches, suckers"
94707,branch crack
94707,"branch decay, crowded, suckers, deadwood, partially topped"
94703,"branch decay, slight lean towards road, suckers, crossed branches"
94702,"branch decay, uneven weight, crown dieback"
94704,branch failure
94703,branch failure
94705,branch failure
94703,branch failure
94702,branch failure
94703,branch failure
94709,branch failure
94709,branch failure
94704,branch failure
94702,branch failure
94709,branch failure
94705,branch failure & bad pruning cuts
94705,"branch failure & large trunk cavity, sapsucker damage, suckers, crowded"
94706,"branch failure scar, crowded, crossed branches, uneven weight, nest, endweight reduction"
94702,"branch failure w/duct tape, corrected lean"
94705,"branch failure, bad pruning cuts"
94720,"branch failure, between utilities"
94703,"branch failure, bleeding canker, trunk wound at base, heavy limb over road, endweight reduction"
94707,"branch failure, branch wound,"
94707,"branch failure, branch wound, crossed branches, tip dieback, excessive sucker growth"
94703,"branch failure, branch wounds, dead branch cambium & sapwood"
94702,"branch failure, branch wounds, recently pruned, bad prunning cuts, next to utility, spiked"
94708,"branch failure, broken branch, hanger, deadwood"
94709,"branch failure, building clearance, uneven weight"
94703,"branch failure, callousing trunk wound, dead trunk cambium & sapwood, crown dieback, suckers, corrected lean"
94702,"branch failure, chlorotic"
94703,"branch failure, chlorotic"
94702,"branch failure, codominant leaders, cabling candidate, roots cut from repaving, slight lean towards road, crossed branches, crown clean & thin, mushrooms"
94707,"branch failure, competing leader w/included bark snapped off, large canopy hole"
94703,"branch failure, competing leaders"
94703,"branch failure, competing leaders"
94709,"branch failure, competing leaders"
94703,"branch failure, competing leaders, chlorotic"
94705,"branch failure, competing leaders, crown clean & thin"
94705,"branch failure, competing leaders, included bark"
94703,"branch failure, competing leaders, uneven weight"
94707,"branch failure, corrected lean, included bark , needs crown raise"
94709,"branch failure, corrected lean, uneven weight"
94704,"branch failure, crossed branches, crown clean & thin"
94702,"branch failure, crossed branches, crown clean & thin"
94705,"branch failure, crossed branches, leaf spot"
94707,"branch failure, crossed branches, next to utility box, bad pruning cuts"
94702,"branch failure, crossed branches, slight lean towards road"
94709,"branch failure, crowded"
94705,"branch failure, crowded, crown dieback, deadwood, suckers, included bark"
94703,"branch failure, crowded, slight lean, under camphor"
94703,"branch failure, crown clean & thin"
94703,"branch failure, crown dieback"
94704,"branch failure, crown dieback"
94705,"branch failure, crown dieback, bowed trunk, next to sewer cleanout"
94703,"branch failure, crown dieback, crowded, uneven weight"
94707,"branch failure, crown dieback, suckers, crowded, uneven weight, in decline"
94707,"branch failure, deadwood"
94707,"branch failure, deadwood, 3"" deadwood over the road and sidewalk,"
94708,"branch failure, deadwood, branch wound,"
94708,"branch failure, deadwood, trunk wound, hit by truck"
94705,"branch failure, end weight reduced, next to utilities, complete"
94704,"branch failure, endweight reduction, corrected lean"
94704,"branch failure, endweight reduction, hanger, uneven weight, next to utility"
94705,"branch failure, exposed roots, deadwood, roots have been grind, roots cavity,"
94704,"branch failure, hanger, competing leaders, crown clean & thin, building clearance"
94702,"branch failure, hanger, crown clean & thin"
94710,"branch failure, hanger, crown clean & thin, sidewalk & road clearance"
94704,"branch failure, hanger, relocate existing sign, suckers"
94703,"branch failure, hanger, slight lean towards road, next to utility"
94702,"branch failure, hanger, sooty mold, powdery mildew, next to utility, uneven weight"
94702,"branch failure, hit by vehicles, uneven weight, leaf spot, lean towards road"
94703,"branch failure, included bark"
94704,"branch failure, included bark, building clearance, crown clean & thin"
94705,"branch failure, included bark, next to utilities"
94705,"branch failure, included bark, sidewalk clearance, crowded"
94707,"branch failure, insects traps, deadwood, leaning over the road, leaves spots"
94705,"branch failure, large branch wound, corrected lean,branch wounds, topped"
94708,"branch failure, large deadwood, weight reduction, crowded, end weight reduction,"
94705,"branch failure, large trunk wound, deadwood, crowded, crossed branches, broken branches, road clearance, posible removal"
94709,"branch failure, leaf scorch"
94708,"branch failure, lean over driveway, trunk wound,"
94705,"branch failure, light clearance, crowded, crown dieback, pushing on LV lines"
94707,"branch failure, nest, weight reduction over the road"
94708,"branch failure, next to hydrant"
94704,"branch failure, next to light pole, light pole clearance"
94703,"branch failure, next to power pole, crowded, under acacia, sidewalk & road clearance"
94710,"branch failure, next to sewer cleanout, remove wire on trunk"
94703,"branch failure, next to utility"
94704,"branch failure, next to utility vault, sooty mold"
94704,"branch failure, next to utility, uneven weight"
94703,"branch failure, reduced"
94703,"branch failure, reduced, uneven weight"
94703,"branch failure, sapsucker damage, crown clean"
94707,"branch failure, sidewalk clearance"
94705,"branch failure, sidewalk clearance, crowded, crown clean & thin"
94705,"branch failure, sidewalk clearance, crown clean & thin, next to sewer cleanout"
94703,"branch failure, sign clearance, crown clean & thin"
94709,"branch failure, sign clearance, uncorrected lean towards property, trunk cavity"
94705,"branch failure, slight lean"
94709,"branch failure, slight lean over road, uneven weight, next to utility, road clearance"
94704,"branch failure, slight lean towards road, included bark, competing leaders"
94710,"branch failure, slight lean towards road, reduced"
94703,"branch failure, slight lean towards road, suckers, branch wounds"
94703,"branch failure, slight lean towards road, uneven weight"
94709,"branch failure, slight lean, crowded, building clearance"
94704,"branch failure, sooty mold"
94705,"branch failure, stripped bark"
94703,"branch failure, stripped bark"
94709,"branch failure, stripped bark"
94703,"branch failure, stub"
94703,"branch failure, stub, crown clean & thin, nest"
94702,"branch failure, stub, lean, uneven weight"
94704,"branch failure, stub, sidewalk & road clearance, between utilities, uneven weight"
94709,"branch failure, stub, small trunk wounds"
94702,"branch failure, stub, suckers, slight lean towards road, uneven weight"
94708,"branch failure, stubs, deadwood, weight reduction, ivy on trunk, crowded,"
94703,"branch failure, suckers, hit by vehicles, included bark"
94704,"branch failure, suckers, sooty mold, next to utilities"
94703,"branch failure, suckers, trunk tape, sooty mold, building clearance,"
94703,"branch failure, topped, competing leaders"
94709,"branch failure, trunk galls, crown dieback, in decline"
94707,"branch failure, trunk wound"
94708,"branch failure, trunk wound , sidewalk clearance"
94707,"branch failure, trunk wound, roots wound, topped, uneven weight"
94707,"branch failure, trunk wound, slight lean over driveway, uneven weight"
94708,"branch failure, trunk wounds, branch wound,"
